outlet_name,outlet_address,category,item_order,item_name,item_description,price,is_veg,image_url,action_label,raw_text,source_url,scraped_at
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Quick Meals,41,Paneer Butter Masala Rice Meal,Soft cubes of paneer cooked in a flavourful gravy. Served with Steamed Basmati Rice and Raita,₹279/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/08/865c9305-c73a-495f-bd6e-c635c5f3ff20..jpg,Add,AddPaneer Butter Masala Rice MealSoft cubes of paneer cooked in a flavourful gravy. Served with Steamed Basmati Rice and Raita ₹279/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Quick Meals,42,Paneer Butter Masala Paratha Meal,Soft cubes of paneer cooked in a flavourful gravy. Served with Whole Wheat Paratha (3 Nos) and Raita,₹339/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/08/316c4e3f-1908-413c-b484-3c2e9d4b21cb..jpg,Add,AddPaneer Butter Masala Paratha MealSoft cubes of paneer cooked in a flavourful gravy. Served with Whole Wheat Paratha (3 Nos) and Raita ₹339/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Quick Meals,43,Butter Chicken Rice Meal,,₹289/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/08/6f41e53f-c542-4e1a-8f82-17eaa9d22e37..jpg,Add,AddButter Chicken Rice Meal ₹289/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Every Day Meals,44,Rajma & Dal Fry Meal,"Rajma Masala + Yellow Dal + Steamed Basmati Rice + Angoori Gulab Jamun (2 Nos) - A nourishing, feel-good meal that tastes just like home.",₹269/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/08/6af8118b-8edf-415d-aa87-2ae0cb668531..jpg,Add,"AddRajma & Dal Fry MealRajma Masala + Yellow Dal + Steamed Basmati Rice + Angoori Gulab Jamun (2 Nos) - A nourishing, feel-good meal that tastes just like home. ₹269/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Every Day Meals,45,Chole & Dal Fry Meal,Chole Masala + Yellow Dal + Steamed Basmati Rice + Angoori Gulab Jamun (2 Nos) - A true desi delight on every bite.,₹269/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/08/88088227-0002-4fc9-8f10-642d294076b4..jpg,Add,AddChole & Dal Fry MealChole Masala + Yellow Dal + Steamed Basmati Rice + Angoori Gulab Jamun (2 Nos) - A true desi delight on every bite. ₹269/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Every Day Meals,46,Mushroom Masala & Dal Makhani Meal,Mushroom Masala + Dal Makhani + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - A wholesome vegetarian delight packed with bold flavors and creamy comfort,₹269/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/08/f97e5064-14b9-482f-b8fd-3b15463f6ced..jpg,Add,AddMushroom Masala & Dal Makhani MealMushroom Masala + Dal Makhani + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - A wholesome vegetarian delight packed with bold flavors and creamy comfort Read more₹269/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Every Day Meals,47,Kadai Chicken & Dal Makhani Meal,Kadai Chicken + Dal Makhani + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - the ultimate desi comfort meal.,₹299/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/08/659e71e2-67ca-432a-89fa-2f6ea751eae8..jpg,Add,AddKadai Chicken & Dal Makhani MealKadai Chicken + Dal Makhani + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - the ultimate desi comfort meal. ₹299/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Every Day Meals,48,Chicken Korma & Dal Makhani Meal,Chicken Korma + Dal Makhani + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - this is comfort food with a royal twist.,₹299/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/08/0b1df023-2269-42e5-bdb8-f5312c20f555..jpg,Add,AddChicken Korma & Dal Makhani MealChicken Korma + Dal Makhani + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - this is comfort food with a royal twist. ₹299/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Every Day Meals,49,Egg Korma & Dal Makhani Meal,Egg Korma + Dal Makhani + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - A comfort-packed meal.,₹249/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/08/d587fc27-5629-4998-9626-0584fe90a6a6..jpg,Add,AddEgg Korma & Dal Makhani MealEgg Korma + Dal Makhani + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - A comfort-packed meal. ₹249/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Every Day Meals,50,Fish Curry & Mix Veg Meal,Fish Curry + Aloo Gobi + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - the best of coastal spice and homestyle comfort.,₹319/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/08/9bbca4ee-a0fd-477d-9112-d51515c20921..jpg,Add,AddFish Curry & Mix Veg MealFish Curry + Aloo Gobi + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - the best of coastal spice and homestyle comfort. ₹319/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Every Day Meals,51,Prawns Curry & Mix Veg Meal,Prawns Curry + Aloo Gobi + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - A deliciously balanced coastal meal made for true flavor lovers,₹319/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/08/591443fc-edc4-49c8-a8ac-7e4c1938cfd7..jpg,Add,AddPrawns Curry & Mix Veg MealPrawns Curry + Aloo Gobi + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - A deliciously balanced coastal meal made for true flavor lovers ₹319/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Every Day Meals,52,Paneer Lababdar & Dal Makhani Meal,"Paneer Lababdar + Dal Makhani + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - An irresistible vegetarian meal that's rich, comforting, and full of flavor.",₹269/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/08/65ed9721-ede2-404b-b03a-5bb9b0219c76..jpg,Add,"AddPaneer Lababdar & Dal Makhani MealPaneer Lababdar + Dal Makhani + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - An irresistible vegetarian meal that's rich, comforting, and full of flavor. Read more₹269/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Every Day Meals,53,Kadai Paneer & Dal Makhani Meal,"Kadai Paneer + Dal Makhani + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - A complete desi indulgence â€” bold, comforting, and made to satisfy every craving.",₹269/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/08/e38f144b-4b11-459e-a445-bedc10b079a8..jpg,Add,"AddKadai Paneer & Dal Makhani MealKadai Paneer + Dal Makhani + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - A complete desi indulgence â€” bold, comforting, and made to satisfy every craving. Read more₹269/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Every Day Meals,54,Paneer Korma & Dal Makhani Meal,"Paneer Korma + Dal Makhani + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - A royal vegetarian platter that brings together mild richness and deep, soulful flavors.",₹269/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/08/f97e5064-14b9-482f-b8fd-3b15463f6ced..jpg,Add,"AddPaneer Korma & Dal Makhani MealPaneer Korma + Dal Makhani + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - A royal vegetarian platter that brings together mild richness and deep, soulful flavors. Read more₹269/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Every Day Meals,55,Chicken Lababdar & Dal Makhani Meal,"Chicken Lababdar + Dal Makhani + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - Experience a rich, comforting feast in every bite",₹299/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/08/01f91113-34e7-4cd3-a241-9e3faf09f9cf..jpg,Add,"AddChicken Lababdar & Dal Makhani MealChicken Lababdar + Dal Makhani + Steamed Basmati Rice + Whole Wheat Paratha (1 No) + Angoori Gulab Jamun (3 Nos) - Experience a rich, comforting feast in every bite ₹299/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Every Day Meals,56,Chicken Biryani and Butter Chicken Meal,Chicken Dum Biryani (2-3Pcs) + Butter Chicken Masala + Whole Wheat Paratha (1 No) + Raita - Mouth-watering combination of two of India's classic favorite dishes.,₹449/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/08/8bce5818-73aa-437b-95d8-7fc3915dbef4..jpg,Add,AddChicken Biryani and Butter Chicken MealChicken Dum Biryani (2-3Pcs) + Butter Chicken Masala + Whole Wheat Paratha (1 No) + Raita - Mouth-watering combination of two of India's classic favorite dishes. ₹449/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Biryani Bowls,57,Chicken Tikka Biryani Bowl,"A flavorful combination of aromatic Biryani rice, Chicken tikka (4 Pcs), and a egg (1 No). Served with raita and salan, this bowl offers a perfect balance of taste and indulgence.",₹319/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/03/31/0fded8cb-dc22-48e2-9399-f721a30dfaed..jpg,Add,"AddChicken Tikka Biryani BowlA flavorful combination of aromatic Biryani rice, Chicken tikka (4 Pcs), and a egg (1 No). Served with raita and salan, this bowl offers a perfect balance of taste and indulgence. ₹319/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Biryani Bowls,58,Tandoori Tangdi Biryani Bowl,"A flavorful combination of aromatic Biryani rice, Tandoori Tangdi (1 Pc), and a egg (1 No). Served with raita and salan, this bowl offers a perfect balance of taste and indulgence.",₹319/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/03/31/624f5cb7-f0a4-4416-bdbd-6c4ec805c811..jpg,Add,"AddTandoori Tangdi Biryani BowlA flavorful combination of aromatic Biryani rice, Tandoori Tangdi (1 Pc), and a egg (1 No). Served with raita and salan, this bowl offers a perfect balance of taste and indulgence. ₹319/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Biryani Bowls,59,Prawn Tikka Biryani Bowl,"A flavorful combination of aromatic Biryani rice and Prawn Tikka (6 Pcs). Served with raita and salan, this bowl offers a perfect balance of taste and indulgence.",₹359/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/04/03/cea2ce59-4c6d-49b7-9834-463b93b2c6d0..jpg,Add,"AddPrawn Tikka Biryani BowlA flavorful combination of aromatic Biryani rice and Prawn Tikka (6 Pcs). Served with raita and salan, this bowl offers a perfect balance of taste and indulgence. ₹359/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Biryani Bowls,60,Egg Biryani Bowl,"A flavorful combination of aromatic Biryani rice and Egg (2 Nos). Served with raita and salan, this bowl offers a perfect balance of taste and indulgence.",₹249/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/04/03/b7ec2df0-8171-454a-a3b5-2787f42aa914..jpg,Add,"AddEgg Biryani BowlA flavorful combination of aromatic Biryani rice and Egg (2 Nos). Served with raita and salan, this bowl offers a perfect balance of taste and indulgence. ₹249/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Biryani Bowls,61,Paneer Tikka Biryani Bowl,"A flavorful combination of aromatic Biryani rice and Paneer Tikka (4 Pcs). Served with raita and salan, this bowl offers a perfect balance of taste and indulgence.",₹259/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/04/01/7580cdfa-cc70-485e-80d0-f28ee24da5fc..jpg,Add,"AddPaneer Tikka Biryani BowlA flavorful combination of aromatic Biryani rice and Paneer Tikka (4 Pcs). Served with raita and salan, this bowl offers a perfect balance of taste and indulgence. ₹259/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,62,Malai Chicken Tikka (8 Pcs),"Tender chicken cubes marinated in creamy spices, grilled to perfection.",₹379/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/bf414253-6f67-428e-9ab7-7b03d356263a..jpg,Add,"AddMalai Chicken Tikka (8 Pcs)Tender chicken cubes marinated in creamy spices, grilled to perfection. ₹379/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,63,Chicken Shekhawati Seekh (6Pcs),Spiced minced chicken seekh grilled to perfection,₹269/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/10/18a6e6d5-545d-456c-986e-bf831a7e8259..jpg,Add,AddChicken Shekhawati Seekh (6Pcs)Spiced minced chicken seekh grilled to perfection ₹269/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,64,Aachari Chicken Tikka (8 Pcs),"Tangy, spicy chicken tikka infused with pickled masala.",₹379/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/080cd0f5-423e-4b2c-a327-bd46db548a5c..jpg,Add,"AddAachari Chicken Tikka (8 Pcs)Tangy, spicy chicken tikka infused with pickled masala. ₹379/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,65,Hariyali Chicken Tikka (8 Pcs),"Tender chicken in a mint-coriander marinade, grilled to perfection.",₹379/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/188c64ec-1d55-49f4-ae77-3ed10c4cf475..jpg,Add,"AddHariyali Chicken Tikka (8 Pcs)Tender chicken in a mint-coriander marinade, grilled to perfection. ₹379/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,66,Mutton Shekhawati Seekh (6 Pcs),"Juicy minced mutton seekh kebabs, spiced and grilled to perfection.",₹339/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/38369e15-3c5a-4fc6-be6c-03f8fb5eacc3..jpg,Add,"AddMutton Shekhawati Seekh (6 Pcs)Juicy minced mutton seekh kebabs, spiced and grilled to perfection. ₹339/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,67,Tandoori Egg (4 Nos),Boiled eggs marinated in tandoori spices and grilled. Smoky and flavorful.,₹229/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/354e2b47-4f46-40a7-b86a-3de32f9c772e..jpg,Add,AddTandoori Egg (4 Nos)Boiled eggs marinated in tandoori spices and grilled. Smoky and flavorful. ₹229/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,68,Malai Prawns (9 Pcs),Juicy prawns cooked in rich butter. Flavorful and tender.,₹429/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/dfb364fb-c8d4-4c1a-99a4-f416324f0b86..jpg,Add,AddMalai Prawns (9 Pcs)Juicy prawns cooked in rich butter. Flavorful and tender. ₹429/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,69,Lemon Butter Grilled Fish (6 Pcs),Delicious fish grilled with a zesty lemon butter marinade.,₹399/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/f2c4bf53-19f3-4b64-9b54-76dc588d9b9a..jpg,Add,AddLemon Butter Grilled Fish (6 Pcs)Delicious fish grilled with a zesty lemon butter marinade. ₹399/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,70,Malai Paneer Tikka (8 Pcs),"Soft paneer cubes marinated in creamy spices, grilled to perfection.",₹349/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/f6c13f5b-e52b-42a2-807a-83552a044e9f..jpg,Add,"AddMalai Paneer Tikka (8 Pcs)Soft paneer cubes marinated in creamy spices, grilled to perfection. ₹349/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,71,Aachari Paneer Tikka (8 Pcs),Paneer marinated in tangy pickled spices and grilled to perfection.,₹349/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/ac90d1b2-ca1f-42c6-88cc-4f320118c9d7..jpg,Add,AddAachari Paneer Tikka (8 Pcs)Paneer marinated in tangy pickled spices and grilled to perfection. ₹349/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,72,Hariyali Paneer Tikka (8 Pcs),"Paneer cubes marinated in fresh mint-coriander spices, grilled to perfection.",₹349/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/495c25b0-5826-4414-aa76-5021c1137af1..jpg,Add,"AddHariyali Paneer Tikka (8 Pcs)Paneer cubes marinated in fresh mint-coriander spices, grilled to perfection. ₹349/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,73,Malai soya Chaap (8 Pcs),"Soft soya chaap marinated in creamy malai spices, grilled to perfection.",₹329/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/495c25b0-5826-4414-aa76-5021c1137af1..jpg,Add,"AddMalai soya Chaap (8 Pcs)Soft soya chaap marinated in creamy malai spices, grilled to perfection. ₹329/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,74,Tandoori Soya Chaap (8 Pcs),Soya chaap marinated in tandoori spices and grilled to smoky perfection.,₹329/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/10/03b15c4a-582f-4554-afa8-af11c4e9661e..jpg,Add,AddTandoori Soya Chaap (8 Pcs)Soya chaap marinated in tandoori spices and grilled to smoky perfection. ₹329/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,75,Tandoori Fish Tikka,Fish chunks marinated in Indian spices and hung curd cooked in clay oven & served with Salad mix & Mint Chutney,₹399/-,Non-Veg,https://s3-ap-southeast-1.amazonaws.com/asia.urbanpiper.com/media/bizmedia/l/2021/07/08/Coastal_curried_fish-min_COMPRESSED.jpg,Add,AddTandoori Fish TikkaFish chunks marinated in Indian spices and hung curd cooked in clay oven & served with Salad mix & Mint Chutney ₹399/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,76,Cheesy Triangles (10 Pcs),"Crispy triangles filled with melted cheese, paired with zesty Cajun sauce for bold flavors.",₹249/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2024/07/03/83a62210-51a9-40cc-bcf3-06c4b9319276..jpg,Add,"AddCheesy Triangles (10 Pcs)Crispy triangles filled with melted cheese, paired with zesty Cajun sauce for bold flavors. ₹249/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,77,Tandoori Paneer Tikka (8 Pcs),Cottage Cheese marinated in Indian spices and hung curd cooked in clay oven -Tandoor and served with Salad mix and Mint Chutney.,₹349/-,Veg,https://s3-ap-southeast-1.amazonaws.com/asia.urbanpiper.com/media/bizmedia/l/2021/07/08/5X4A8891-min-min_COMPRESSED.jpg,Add,AddTandoori Paneer Tikka (8 Pcs)Cottage Cheese marinated in Indian spices and hung curd cooked in clay oven -Tandoor and served with Salad mix and Mint Chutney. ₹349/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,78,Steamed Masala Corn (Butter),"Tender corn kernels infused with creamy butter. Topped with a finely chopped onion, fresh coriander, and green chili. Served with Cajun Seasoning.",₹229/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2024/06/29/f8a4b0e8-7129-45a3-9960-159560e53d14..jpg,Add,"AddSteamed Masala Corn (Butter)Tender corn kernels infused with creamy butter. Topped with a finely chopped onion, fresh coriander, and green chili. Served with Cajun Seasoning. ₹229/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,79,Tandoori Mushroom,"Button Mushrooms marinated with tandoori spice , grilled to golden brown perfection and brushed with butter.",₹299/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2022/11/18/mashroom_tikkajpg011_1668760588.jpg,Add,"AddTandoori MushroomButton Mushrooms marinated with tandoori spice , grilled to golden brown perfection and brushed with butter. ₹299/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,80,Tandoori Tangdi (3 Pcs),3 Pcs of Chicken drumsticks infused with famous African chilly spice and cooked over a hot grill,₹369/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2022/10/25/bbq_28_imac272617x13.jpg,Add,AddTandoori Tangdi (3 Pcs)3 Pcs of Chicken drumsticks infused with famous African chilly spice and cooked over a hot grill ₹369/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
